"Record.number","In-refID","IndividualID","Predator","Predator.common.name","Predator.taxon","Predator.lifestage","Type.of.feeding.interaction","Predator.mass","Prey","Prey.common.name","Prey.taxon","Prey.mass","Prey.mass.unit","Location"
3775,"n/a",803,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","planktivorous",3.69E+004,"gelatinous","gelatinous","ectotherm invertebrate",1.02E+001,"g","French Polynesian EEZ"
3776,"n/a",804,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.78E+004,"fish","fish","ectotherm vertebrate",9.11E-001,"g","French Polynesian EEZ"
3777,"n/a",804,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.78E+004,"unidentified squid","squid","ectotherm invertebrate",2.76E+000,"g","French Polynesian EEZ"
3778,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",1.22E-001,"g","French Polynesian EEZ"
3779,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",2.98E-001,"g","French Polynesian EEZ"
3780,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",5.07E-001,"g","French Polynesian EEZ"
3781,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",5.49E-001,"g","French Polynesian EEZ"
3782,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",5.49E-001,"g","French Polynesian EEZ"
3783,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",5.93E-001,"g","French Polynesian EEZ"
3784,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",7.95E-001,"g","French Polynesian EEZ"
3785,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",8.52E-001,"g","French Polynesian EEZ"
3786,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",9.11E-001,"g","French Polynesian EEZ"
3787,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",1.04E+000,"g","French Polynesian EEZ"
3788,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",1.18E+000,"g","French Polynesian EEZ"
3789,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",1.57E+000,"g","French Polynesian EEZ"
3790,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",1.66E+000,"g","French Polynesian EEZ"
3791,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",1.95E+000,"g","French Polynesian EEZ"
3792,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.35E+004,"fish","fish","ectotherm vertebrate",1.19E+001,"g","French Polynesian EEZ"
3793,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.35E+004,"crustacean","crustacean","ectotherm invertebrate",1.28E+000,"g","French Polynesian EEZ"
3794,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.35E+004,"crustacean","crustacean","ectotherm invertebrate",1.28E+000,"g","French Polynesian EEZ"
3795,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.35E+004,"unidentified squid","squid","ectotherm invertebrate",9.43E-001,"g","French Polynesian EEZ"
3796,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.35E+004,"unidentified squid","squid","ectotherm invertebrate",2.43E+000,"g","French Polynesian EEZ"
3797,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.35E+004,"unidentified squid","squid","ectotherm invertebrate",3.69E+000,"g","French Polynesian EEZ"
3798,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.35E+004,"unidentified squid","squid","ectotherm invertebrate",5.02E+000,"g","French Polynesian EEZ"
3799,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.35E+004,"unidentified squid","squid","ectotherm invertebrate",7.18E+000,"g","French Polynesian EEZ"
3800,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.35E+004,"unidentified squid","squid","ectotherm invertebrate",8.43E+000,"g","French Polynesian EEZ"
3801,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.35E+004,"unidentified squid","squid","ectotherm invertebrate",9.81E+000,"g","French Polynesian EEZ"
3802,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.35E+004,"unidentified squid","squid","ectotherm invertebrate",2.24E+001,"g","French Polynesian EEZ"
3803,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","planktivorous",3.35E+004,"gelatinous","gelatinous","ectotherm invertebrate",2.78E+001,"g","French Polynesian EEZ"
3804,"n/a",805,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","planktivorous",3.35E+004,"gelatinous","gelatinous","ectotherm invertebrate",6.06E+001,"g","French Polynesian EEZ"
3805,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.56E-001,"g","French Polynesian EEZ"
3806,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.97E-001,"g","French Polynesian EEZ"
3807,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",2.98E-001,"g","French Polynesian EEZ"
3808,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",3.28E-001,"g","French Polynesian EEZ"
3809,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",3.93E-001,"g","French Polynesian EEZ"
3810,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",4.67E-001,"g","French Polynesian EEZ"
3811,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",5.07E-001,"g","French Polynesian EEZ"
3812,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",6.40E-001,"g","French Polynesian EEZ"
3813,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",6.89E-001,"g","French Polynesian EEZ"
3814,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",8.52E-001,"g","French Polynesian EEZ"
3815,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",8.52E-001,"g","French Polynesian EEZ"
3816,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",9.11E-001,"g","French Polynesian EEZ"
3817,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",9.73E-001,"g","French Polynesian EEZ"
3818,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.04E+000,"g","French Polynesian EEZ"
3819,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.11E+000,"g","French Polynesian EEZ"
3820,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.25E+000,"g","French Polynesian EEZ"
3821,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.25E+000,"g","French Polynesian EEZ"
3822,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.25E+000,"g","French Polynesian EEZ"
3823,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.33E+000,"g","French Polynesian EEZ"
3824,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.33E+000,"g","French Polynesian EEZ"
3825,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.41E+000,"g","French Polynesian EEZ"
3826,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.41E+000,"g","French Polynesian EEZ"
3827,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.49E+000,"g","French Polynesian EEZ"
3828,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.49E+000,"g","French Polynesian EEZ"
3829,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.49E+000,"g","French Polynesian EEZ"
3830,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.57E+000,"g","French Polynesian EEZ"
3831,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.57E+000,"g","French Polynesian EEZ"
3832,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.57E+000,"g","French Polynesian EEZ"
3833,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.66E+000,"g","French Polynesian EEZ"
3834,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.85E+000,"g","French Polynesian EEZ"
3835,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.95E+000,"g","French Polynesian EEZ"
3836,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.95E+000,"g","French Polynesian EEZ"
3837,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.95E+000,"g","French Polynesian EEZ"
3838,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",2.05E+000,"g","French Polynesian EEZ"
3839,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",2.16E+000,"g","French Polynesian EEZ"
3840,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",2.16E+000,"g","French Polynesian EEZ"
3841,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",2.62E+000,"g","French Polynesian EEZ"
3842,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",2.62E+000,"g","French Polynesian EEZ"
3843,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",5.12E+000,"g","French Polynesian EEZ"
3844,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",2.20E+001,"g","French Polynesian EEZ"
3845,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.03E+004,"crustacean","crustacean","ectotherm invertebrate",7.89E-002,"g","French Polynesian EEZ"
3846,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.03E+004,"crustacean","crustacean","ectotherm invertebrate",5.56E-001,"g","French Polynesian EEZ"
3847,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.03E+004,"crustacean","crustacean","ectotherm invertebrate",6.68E-001,"g","French Polynesian EEZ"
3848,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.03E+004,"crustacean","crustacean","ectotherm invertebrate",6.68E-001,"g","French Polynesian EEZ"
3849,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.03E+004,"crustacean","crustacean","ectotherm invertebrate",9.39E-001,"g","French Polynesian EEZ"
3850,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.03E+004,"crustacean","crustacean","ectotherm invertebrate",1.52E+001,"g","French Polynesian EEZ"
3851,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.03E+004,"unidentified squid","squid","ectotherm invertebrate",7.71E-001,"g","French Polynesian EEZ"
3852,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.03E+004,"unidentified squid","squid","ectotherm invertebrate",2.59E+000,"g","French Polynesian EEZ"
3853,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.03E+004,"unidentified squid","squid","ectotherm invertebrate",5.78E+000,"g","French Polynesian EEZ"
3854,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.03E+004,"unidentified squid","squid","ectotherm invertebrate",1.21E+001,"g","French Polynesian EEZ"
3855,"n/a",806,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","planktivorous",3.03E+004,"gelatinous","gelatinous","ectotherm invertebrate",1.19E+001,"g","French Polynesian EEZ"
3856,"n/a",807,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",9.11E-001,"g","French Polynesian EEZ"
3857,"n/a",807,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",9.11E-001,"g","French Polynesian EEZ"
3858,"n/a",807,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.03E+004,"fish","fish","ectotherm vertebrate",1.66E+000,"g","French Polynesian EEZ"
3859,"n/a",807,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","predacious",3.03E+004,"unidentified squid","squid","ectotherm invertebrate",1.96E+001,"g","French Polynesian EEZ"
3860,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",4.10E-002,"g","French Polynesian EEZ"
3861,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",2.20E-001,"g","French Polynesian EEZ"
3862,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",6.40E-001,"g","French Polynesian EEZ"
3863,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",8.52E-001,"g","French Polynesian EEZ"
3864,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",9.11E-001,"g","French Polynesian EEZ"
3865,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",9.73E-001,"g","French Polynesian EEZ"
3866,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",1.11E+000,"g","French Polynesian EEZ"
3867,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",1.18E+000,"g","French Polynesian EEZ"
3868,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",1.18E+000,"g","French Polynesian EEZ"
3869,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",1.25E+000,"g","French Polynesian EEZ"
3870,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",1.33E+000,"g","French Polynesian EEZ"
3871,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",1.33E+000,"g","French Polynesian EEZ"
3872,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",1.41E+000,"g","French Polynesian EEZ"
3873,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",1.66E+000,"g","French Polynesian EEZ"
3874,"n/a",808,"Thunnus albacares","Yellowfin tuna","ectotherm vertebrate","adult","piscivorous",3.11E+004,"fish","fish","ectotherm vertebrate",2.16E+000,"g","French Polynesian EEZ"
